Department,Course Number,Course Name,Credits,Semesters Offered,Pre-Requisite(s)
KIP,3200,Personal Training,2.0,Spring,BL2020 and BL2021 and KIP3100
KIP,3300,Foundations of Coaching,3.0,"Fall, Summer",
KIP,3310,Coaching Methods and Principles,2.0,"Spring, in odd years",
KIP,3400,Sports Administration,3.0,"Spring, in even years",
KIP,3410,Facilities &amp; Events Management,3.0,"Fall, in odd years",
KIP,3500,Sports Medicine Practicum,1.0,"Fall, Spring",KIP2500
KIP,3700,Lifetime Fitness,3.0,Summer,
KIP,4000,Sports Nutrition Seminar,2.0,"Fall, Spring",BL2940
KIP,4100,Exercise Physiology,3.0,Spring,BL2020 and BL2021
KIP,4110,Exercise Physiology Laboratory,1.0,Spring,
KIP,4120,Molecular Exercise Physiology,3.0,Fall,KIP2700 and KIP4100
KIP,4200,Biomechanics of Human Movement,3.0,Fall,BL2020 and KIP1500 and PH1110 and PH1111
KIP,4210,Biomechanics of Human Movement Laboratory,1.0,Fall,BL2020 and KIP1500 and PH1110 and PH1111
KIP,4250,Ergonomics,3.0,Fall,
KIP,4300,Motor Learning and Control,3.0,Fall,KIP1500 and BL2020
KIP,4310,Neural-Endocrine Physiology,2.0,Fall,BL2020
KIP,4400,Strength and Conditioning,3.0,Fall,BL2020 and BL2021
KIP,4500,Athletic Training Capstone,1.0,"Fall, Spring",KIP3500
KIP,4600,Sports and Fitness Promotions,3.0,"Fall, in odd years",MKT3000
KIP,4610,Legal Issues in Sports and Fitness Management,3.0,"Fall, in even years",
KIP,4620,Sports Media,3.0,"Spring, in even years",MKT3000
KIP,4630,Motor Development,3.0,"Spring, in odd years",KIP1500 and BL2020
KIP,4690,Coaching Practicum,2.0,"Fall, Spring, Summer",KIP3000 and KIP3300
KIP,4700,EKG Interpretation,3.0,Spring,BL2020 and BL2021
KIP,4710,Sports Medicine and Ethics,3.0,On Demand,
KIP,4720,Exercise Pharmacology,3.0,"Spring, in odd years",BL2020 and BL2021
KIP,4730,Physical Therapy Seminar,1.0,"Spring, in odd years",BL2020 and BL2021
KIP,4740,Epidemiology,3.0,Spring,
KIP,4800,Special Topics in Kinesiology,var,"Fall, Spring, Summer",
KIP,4900,Internship in Exercise Science,var,"Fall, Spring, Summer",KIP2000
KIP,4910,Internship in Sports and Fitness Management,var,"Fall, Spring, Summer",KIP2000
KIP,4950,Research in Kinesiology,var,"Fall, Spring, Summer",
MA,0050,College Mathematics Prep Lab,1.0,"Fall, Spring",
MA,1020,Quantitative Literacy,3.0,Fall,ALEKS Math Placement >= 00 or ACT Mathematics >= 10 or SAT MATH SECTION SCORE-M16 >= 260
MA,1030,College Algebra I,3.0,"Fall, Spring",ALEKS Math Placement >= 40 or ACT Mathematics >= 18 or SAT MATH SECTION SCORE-M16 >= 500
MA,1031,College Algebra II with Trigonometry,3.0,"Fall, Spring",MA1030
MA,1032,Precalculus,4.0,"Fall, Spring, Summer",ALEKS Math Placement >= 61 or ACT Mathematics >= 22 or SAT MATH SECTION SCORE-M16 >= 540
MA,1120,Single-Variable Calculus with Integrated Precalculus I,4.0,Fall,ACT Mathematics >= 22 or SAT MATH SECTION SCORE-M16 >= 540 or ALEKS Math Placement >= 61
MA,1121,Single-Variable Calculus with Integrated Precalculus II,4.0,Spring,MA1120
MA,1135,Calculus for Life Sciences,4.0,"Fall, Spring, Summer",MA1032 or MA1031 or MA1120 or ALEKS Math Placement >= 76 or CEEB Calculus AB >= 2 or CEEB Calculus BC >= 2 or CEEB Calculus AB Subscore >= 2 or ACT Mathematics >= 26 or SAT MATH SECTION SCORE-M16 >= 610
MA,1160,Calculus with Technology I,4.0,Fall,ALEKS Math Placement >= 86 or CEEB Calculus AB >= 3 or CEEB Calculus BC >= 3 or CEEB Calculus AB Subscore >= 3 or ACT Mathematics >= 29 or SAT MATH SECTION SCORE-M16 >= 680
MA,1161,Calculus Plus w/ Technology I,5.0,"Fall, Spring, Summer",MA1032 or MA1031 or MA1120 or ALEKS Math Placement >= 76 or CEEB Calculus AB >= 2 or CEEB Calculus BC >= 2 or CEEB Calculus AB Subscore >= 2 or ACT Mathematics >= 26 or SAT MATH SECTION SCORE-M16 >= 610
MA,1600,Introduction to Scientific Simulation,3.0,Spring,MA1160 or MA1161 or MA1121
MA,1910,Exploring Symmetry Groups,3.0,"Fall, in even years",
MA,1920,Exploring Knots and Surfaces,3.0,"Fall, in odd years",
MA,1930,Exploring Number Theory,3.0,"Fall, in odd years",
MA,1940,Exploring Non-Euclidean Geometry,3.0,"Fall, in even years",
MA,1990,Elementary Mathematics Topics,var,"Fall, Spring, Summer",
MA,2160,Calculus with Technology II,4.0,"Fall, Spring, Summer",MA1160 or MA1161 or MA1135 or MA1121 or CEEB Calculus AB >= 3 or CEEB Calculus BC >= 3 or CEEB Calculus AB Subscore >= 3
MA,2320,Elementary Linear Algebra,2.0,"Fall, Spring, Summer",MA1160 or MA1161 or MA1135 or MA1121
MA,2321,Elementary Linear Algebra,2.0,"Fall, Spring",MA2160
MA,2330,Introduction to Linear Algebra,3.0,"Fall, Spring",MA1160 or MA1161 or MA1135 or MA1121
MA,2600,Scientific Computing,3.0,Fall,MA2160 and (MA2320 or MA2321 or MA2330)
MA,2710,Introduction to Statistical Analysis,3.0,Spring,MA1160 or MA1161 or MA1135 or MA1121
MA,2720,Statistical Methods,4.0,"Fall, Spring, Summer",MA1020 or MA1030 or MA1120 or MA1032 or MA1031 or ALEKS Math Placement >= 61 or CEEB Calculus BC >= 2 or CEEB Calculus AB Subscore >= 2 or ACT Mathematics >= 22 or SAT MATH SECTION SCORE-M16 >= 540
MA,2990,Elementary Topics in Mathematics,var,"Fall, Spring, Summer",
MA,3160,Multivariable Calculus with Technology,4.0,"Fall, Spring, Summer",MA2160 or CEEB Calculus BC >= 3
MA,3202,Introduction to Coding Theory,3.0,Fall,MA2320 or MA2321 or MA2330
MA,3203,Introduction to Cryptography,3.0,"Spring, Summer",MA2320 or MA2321 or MA2330
MA,3210,Introduction to Combinatorics,3.0,"Fall, Summer",MA2320 or MA2321 or MA2330
MA,3310,Introduction to Abstract Algebra,3.0,"Fall, Summer",MA2320 or MA2321 or MA2330
MA,3450,Introduction to Real Analysis,3.0,Spring,MA2160
MA,3520,Elementary Differential Equations,2.0,"Fall, Spring, Summer",MA2160 and (MA2320 or MA2321 or MA2330)
MA,3521,Elementary Differential Equations,2.0,"Fall, Spring",MA2160
MA,3530,Introduction to Differential Equations,3.0,"Fall, Spring",MA2160 and (MA2320 or MA2321 or MA2330)
MA,3560,Mathematical Modeling with Differential Equations,3.0,Spring,MA2160 and (MA2320 or MA2321 or MA2330)
MA,3710,Engineering Statistics,3.0,"Fall, Spring, Summer",MA2160 or MA3160(C)
MA,3715,Biostatistics,3.0,Spring,MA1135 or MA1160 or MA1161 or MA1121 or MA2160(C) or MA3160(C)
MA,3720,Probability,3.0,"Fall, Summer",MA2160
MA,3740,Statistical Programming and Analysis,3.0,"Fall, Spring",MA2710 or MA2720 or MA3710 or MA3715
MA,3750,Introduction to SAS Programming,1.0,Spring,MA2710 or MA2720 or MA3710 or MA3715
MA,3810,Introduction to Actuarial Mathematics,3.0,Fall,MA3160(C)
MA,3811,Actuarial Exam Workshop,1.0,"Fall, Spring",MA3160
MA,3924,College Geometry with Technology,3.0,Fall,MA2160 or MA2330
MA,3990,Math Sciences Teach Experience,var,"Fall, Spring, Summer",
MA,3999,Intermediate Topics in Mathematics,var,"Fall, Spring, Summer",
MA,4208,Optimization and Graph Algorithms,3.0,Spring,MA3210 or CS2311
MA,4209,Combinatorics and Graph Theory,3.0,Fall,MA3210 or CS3311
MA,4310,Abstract Algebra,3.0,Spring,MA3310
MA,4330,Linear Algebra,3.0,Fall,(MA2320 or MA2321 or MA2330) and MA3160
MA,4410,Complex Variables,3.0,Spring,MA3160
MA,4450,Real Analysis,3.0,Fall,(MA2320 or MA2321 or MA2330) and MA3160 and MA3450
MA,4515,Introduction to Partial Differential Equations,3.0,"Spring, Summer",(MA3520 or MA3521 or MA3530 or MA3560) and MA3160
MA,4525,Applied Vector and Tensor Mathematics,3.0,Fall,MA3160 and (MA2320 or MA2321 or MA2330)
MA,4535,Nonlinear Dynamics and Chaos,3.0,Fall,(MA3520 or MA3521 or MA3530 or MA3560) and MA3160
MA,4610,Numerical Linear Algebra,3.0,Spring,MA2320 or MA2321 or MA2330
MA,4620,Numerical Methods for PDEs,3.0,Fall,(MA3520 or MA3521 or MA3530 or MA3560) and MA3160
MA,4700,Probability and Statistical Inference I,3.0,"Fall, Spring, Summer",MA3160 and (MA2710 or MA2720 or MA3710 or MA3715)
MA,4705,Probability and Statistical Inference II,3.0,On Demand,MA4700
MA,4710,Regression Analysis,3.0,"Fall, Summer",MA2710 or MA2720 or MA3710 or MA3715 or MA5701
MA,4720,Design and Analysis of Experiments,3.0,"Spring, Summer",MA2710 or MA2720 or MA3710 or MA3715 or MA5701
MA,4730,Nonparametric Statistics,3.0,"Fall, in odd years",MA2710 or MA2720 or MA3710 or MA3715
MA,4760,Mathematical Statistics I,3.0,Fall,(MA3720 or EE3180) and MA3160
MA,4770,Mathematical Statistics II,3.0,Spring,MA4760
MA,4780,Time Series Analysis and Forecasting,3.0,Spring,(MA2710 or MA2720 or MA3710 or MA3715) and (MA3720 or EE3180)
MA,4790,Predictive Modeling,3.0,Fall,MA3740 or MA4710 or MA4720 or MA4780
MA,4810,Financial Markets and Actuarial Math,3.0,"Spring, in odd years",MA3720 and MA3810
MA,4820,Loss Distributions and Actuarial Math,3.0,"Spring, in even years",MA3720
MA,4900,Mathematical Sciences Project,var,"Fall, Spring, Summer",
MA,4908,Theory of Numbers with Technology,3.0,Spring,MA3210 or MA3310 or MA3924
MA,4945,History of Mathematics,3.0,Fall,UN1015
MA,4990,Topics in Mathematics,var,"Fall, Spring, Summer",
ME,2110,Statics,3.0,"Fall, Spring, Summer",MA2160
ME,2150,Mechanics of Materials,3.0,"Fall, Spring, Summer",MEEM2110 or ME2110
ME,2201,Introductory Thermodynamics,3.0,"Fall, Spring, Summer",MA2160 and CH1150 and CH1151
ME,2700,Dynamics,3.0,"Fall, Spring, Summer",PH2100 and (MEEM2110 or ENG2120 or ME2110)
ME,2901,Mechanical &amp; Aerospace Engineering Practice I,3.0,"Fall, Spring, Summer",(MEEM2110(C) or ME2110(C)) and ENG1102 and UN1015
ME,2911,Mechanical &amp; Aerospace Engineering Practice II,3.0,"Fall, Spring, Summer",(MEEM2901 or ME2901) and (MEEM2201(C) or ME2201(C)) and (MEEM2110 or ME2110)
ME,3201,introductory Fluid Mechanics &amp; Heat Transfer,4.0,"Fall, Spring, Summer",(MEEM2201 or ME2201) and (MEEM2911 or ME2911) and MA3160
ME,3400,Machine Design and Analysis,3.0,"Fall, Spring, Summer",MSE2100 and (ENG2120 or MEEM2150 or ME2150) and (MEEM2700 or ME2700)
ME,3601,Introduction to Manufacturing,4.0,"Fall, Spring, Summer",ME2901 or MEEM2901
ME,3750,Dynamic Systems,4.0,"Fall, Spring, Summer",(MEEM2700 or ME2700) and (MA3520 or MA3521 or MA3530 or MA3560)
ME,3901,Mechanical Engineering Practice III - Model Based Design,3.0,"Fall, Spring, Summer",(MEEM2911(C) or ME2911) and (MEEM2150 or ME2150) and (MEEM2700 or ME2700)
ME,3911,Mechanical Engineering Practice IV,3.0,"Fall, Spring",(MEEM2911 or ME2911) and (MEEM3901(C) or ME3901(C))
ME,3990,Special Topics in Mech Engg,var,"Fall, Spring, Summer",
ME,3999,Mechanical Engineering Undergraduate Research Project,3.0,"Fall, Spring, Summer",
ME,4150,Intermediate Mechanics of Materials,3.0,"Fall, Summer",MEEM2150 or ME2150
ME,4170,Failure of Materials in Mechanics,3.0,Spring,MEEM3400 or ME3400
ME,4180,Engineering Biomechanics,3.0,Spring,(MEEM2150 or ME2150) and (MEEM2700 or ME2700)
ME,4200,Principles of Energy Conversion,3.0,Fall,MEEM3201 or ME3201 or CM3230 or ENG3200 or CEE3200 or MSE3100
ME,4201,Applied Thermodynamics,3.0,"Fall, Spring, Summer",MEEM3201(C) or ME3201(C)
ME,4202,Applied Fluid Mechanics &amp; Heat Transfer,3.0,Fall,MEEM3201 or ME3201
ME,4210,Computational Fluids Engineering,3.0,Fall,MEEM3201(C) or ME3201(C)
ME,4220,Internal Combustion Engines I,3.0,Fall,MEEM3201 or ME3201
ME,4235,Wind Energy,3.0,Fall,MEEM3201 or ME3201
ME,4240,Combustion &amp; Air Pollution,3.0,"Fall, Spring",ME2201 or MEEM2201 or ENG3200 or CEE3200
ME,4250,Heating/Ventilation/Air Cond,3.0,Spring,MEEM3201 or ME3201
ME,4260,Fuel Cell Technology,3.0,"Fall, Spring",MEEM3201 or CM3110 or ME3201
ME,4295,Introduction to Propulsion Systems for Hybrid Electric Vehicles,3.0,Fall,MEEM2700 or ME2700 or EE2112 or Graduate Status >= 1
ME,4296,Vehicle Electrification Lab,3.0,"Fall, Summer",
ME,4404,Mechanism Synthesis/Dynamic Modeling,3.0,Spring,MEEM3400 or ME3400 or MEEM2700 or ME2700
ME,4405,Mechanism Synthesis/Dynamic Modeling,3.0,Spring,MEEM3400 or ME3400
ME,4430,Advanced Computer Aided Design and Manufacturing Methods,4.0,"Fall, Spring, Summer",ENG1102 and (MEEM3600 or ME3600)
ME,4450,Vehicle Dynamics,3.0,Spring,MEEM3400 or ME3400 or EE3261
ME,4610,Advanced Machining Processes,3.0,Spring,MEEM3600 or ME3601
ME,4640,Micromanufacturing Processes,3.0,"Fall, Spring",(MEEM3400(C) or ME3400(C)) and (MEEM3600(C) or ME3601)
ME,4650,Quality Engineering,3.0,"Fall, Spring, Summer",MEEM3600(C) and (MA3710 or MA3720 or MA2710 or MA2720)
ME,4655,Production Planning,3.0,"Spring, Summer",MEEM3600(C) or ME3601(C)
ME,4665,Introduction to Lean Manufacturing,3.0,Spring,MEEM3600 or MEEM3601(C)
ME,4695,Additive Manufacturing,3.0,Spring,MEEM3600(C) or MEEM3601(C)
ME,4701,Analytical and Experimental Modal Analysis,4.0,Spring,MEEM3750 or ME4702
ME,4702,Vibrations,3.0,Fall,(MEEM3911 and MEEM3750) or MEEM4775
ME,4704,Acoustics and Noise Control,3.0,Spring,MA2160
ME,4705,Robotics and Mechatronics,4.0,"Fall, Spring",MEEM3750 or EE3160 or ME3750
ME,4707,Autonomous Systems,3.0,"Fall, Spring",MEEM3750 or ME3750 or MEEM4775(C) or ME4775(C) or EE3160
ME,4730,Dynamic System Simulation,3.0,Spring,MEEM3750 or ME3750
ME,4775,Analysis &amp; Design of Feedback Control Systems,4.0,Fall,MEEM3750 or EE3160 or ME3750
ME,4810,Introduction to Aerospace Engineering,3.0,Fall,(MEEM2150 or ME2150 or ENG2120) and (MEEM3201 or ME3201 or ENG3200 or CEE3200)
ME,4820,Introduction to Aerospace Propulsion,3.0,Spring,MEEM3201 or ME3201
ME,4850,Naval Systems and Platforms,3.0,Fall,MEEM3201 or ME3201 or ENG3200 or CEE3200 or MSE3110
ME,4901,Senior Capstone Design I,2.0,"Fall, Spring",(MEEM3400 or ME3400) and EE3010(C) and (MEEM3600(C) or ME3601(C)) and (MEEM3901 or ME3901) and (MEEM3201 or ME3201) and (MEEM3750 or ME3750) and (MEEM3911 or ME3911) and MA3710(C) or (MA3710(C) and (MEEM3750 or ME3750) and AE4550(C) and AE4560(C))
ME,4911,Senior Capstone Design II,2.0,"Fall, Spring",EE3010 and (MEEM3201 or ME3201) and (MEEM3600 or ME3601) and (MEEM3750 or ME3750) and (MEEM4901 or ME4901) or (AE3560 and AE4550 and (MEEM4901 or ME4901))
ME,4990,Special Topics in Mech Engg,var,"Fall, Spring, Summer",
ME,4999,Mechanical Engineering Senior Research Thesis,3.0,"Fall, Spring, Summer",
MET,2110,Applied Statics,3.0,"Fall, Spring",(PH1110 or PH1140 or PH2100) and (MA1160(C) or MA1161(C) or MA1121(C))
MET,2130,Applied Dynamics,4.0,"Fall, Spring",(ENG2120 or MET2110 or MEEM2110 or ME2110) and MA2160
MET,2150,Applied Strength of Materials,4.0,"Fall, Spring",MET2110 or MEEM2110 or ME2110
MET,2153,Machine Tool Fundamentals and Applications,2.0,"Fall, Spring",MET2400(C) or ENG1102
MET,2400,Practical Applications in Parametric Modeling,3.0,"Fall, Spring",ENG1101 or ENG1102 or ENG1101T
MET,3242,Machine Design I,3.0,Fall,MA2160 and (MET2150 or MEEM2150 or ME2150) and (MET2130(C) or MEEM2700(C) or ME2700(C))
MET,3400,Applied Fluid Mechanics,3.0,Fall,MET2130 or MEEM2700 or ME2700
MET,3451,Machine Design II,3.0,Spring,MET3242
MET,3500,Manufacturing Processes,4.0,Fall,MSE2100 and MET2153
MET,3700,Applied Thermodynamics,3.0,Spring,MET3400
MET,4210,Applied Quality Techniques,3.0,Fall,MA2720(C) or MA3710(C) or MA2710(C)
MET,4300,Applied Heat Transfer,3.0,Fall,(MET3700 or MEEM2201 or ME2201) and MET3400
MET,4355,Industrial Digital Twin Systems,3.0,Spring,
MET,4360,Thermal-Fluids Laboratory,1.0,"Fall, Spring",MET3400 and (MET3700 or MEEM2201 or ME2201) and MET4300(C) and (MA2710 or MA2720 or MA3710)
MET,4377,Applied Fluid Power,3.0,Fall,MET2130 or MEEM3201 or ME3201
MET,4378,Advanced Hydraulics: Electro-hydraulic Components &amp; Systems,3.0,Spring,MET4377
MET,4390,Internal Combustion Engines,3.0,Fall,MET4300 or (MET3700 and MET4360(C))
MET,4460,Product Design and Development,2.0,"Fall, Spring",MET3451(C) and MET3500(C)
MET,4510,Lean Manufacturing and Production Planning,3.0,Spring,
MET,4550,Computer Aided Manufacturing,3.0,Spring,MET2153 and MET2400
MET,4575,Senior Project I,2.0,"Fall, Spring, Summer",MET4460
MET,4585,Facilities Layout and Safety Design,3.0,Fall,
MET,4660,CAE and FEA Methods,3.0,Fall,MET2400 and MET3242(C)
MET,4675,Senior Project II,2.0,"Fall, Spring, Summer",MET4575
MET,4780,Advanced Manufacturing,3.0,Spring,MET3500
MET,4800,Dynamics and Kinematics of Robotics Platforms,3.0,Spring,MET2130 or MET3130
MET,4802,Vibrations of Mechanical Systems,3.0,Fall,MET2130
MET,4996,Special Topics in Mechanical Engineering Technology,var,On Demand,
MET,4997,Independent Study in Mechanical Engineering Technology,var,On Demand,
MET,4998,Undergraduate Research in Mechanical Engineering Technology,var,On Demand,
MET,4999,Professional Practice Seminar,1.0,"Fall, Spring",
MGT,2000,Team Dynamics and Decision Making,3.0,"Fall, Spring",
MGT,3000,Organizational Behavior,3.0,"Fall, Spring",
MGT,3100,Leadership Development,3.0,Fall,
MGT,3650,Intellectual Property Management,3.0,"Spring, in odd years",
MGT,3800,Innovation &amp; Entrepreneurship,3.0,"Fall, Spring",
MGT,4000,Strategic Management,3.0,"Fall, Spring",MIS2000 and FIN3000 and OSM3000 and MGT3000 and MKT3000 and BUS2300
MGT,4100,International Management,3.0,Fall,
MGT,4200,Entrepreneurial Management,3.0,On Demand,MGT3800
MGT,4300,Developing Entrepreneurial Ventures,3.0,Spring,MGT3800
MGT,4500,Managing Change in Organizations,3.0,Spring,MGT3000 or BA5700
MGT,4600,Management of Technology and Innovation,3.0,"Fall, Spring, Summer",
MGT,4650,Commercialization of Advanced Technologies,3.0,Spring,MGT4600
MGT,4700,Human Resource Management,3.0,Fall,MGT3000
MGT,4990,Special Topics in Management,var,On Demand,MGT3000
MIS,2000,IS/IT Management,3.0,"Fall, Spring, Summer",
MIS,2100,Introduction to Business and Analytics Programming,3.0,Fall,
MIS,2200,Web Programming,3.0,On Demand,MIS2100 or CS1122 or CS1131
MIS,3000,Business Process Management and Automation,3.0,Spring,MIS2000
MIS,3100,Business Database Modeling and Management,3.0,Fall,MIS2100 or CS1122 or CS1131
MIS,3200,Systems Analysis and Design,3.0,Spring,MIS2100 or CS1122 or CS1131
MIS,3500,User-Centered Design,3.0,On Demand,MIS2000 or MIS2100 or CS1122 or CS1131
MIS,4000,AI and Emerging Technologies for Business,3.0,Fall,MIS2100 or CS1122 or CS1131
MIS,4100,Business Analytics and Information Systems Projects,3.0,Spring,(MIS2100 and MIS3100 and MIS3200) or (CS2321 and CS3141 and CS3425) or (MIS2100 and MIS3100 and MA3720)
MIS,4200,Management of Cyber Security,3.0,"On Demand, in odd years",MIS2000 or MIS2100 or CS1111 or CS1122 or CS1131
MIS,4400,Business Intelligence and Analytics,3.0,Spring,(MIS2100 or CS1122 or CS1131) and (MIS3100 or CS3425)
MIS,4500,Systems Design for Innovation and Entrepreneurship,1.0,On Demand,MIS2000(C) or MIS2100(C) or CS1111(C) or CS1122(C) or CS1131(C) or SAT1200(C)
MIS,4990,Special Topics in Management Information Systems,3.0,On Demand,MIS2000 or MIS2100 or CS1122 or CS1131
MKT,3000,Principles of Marketing,3.0,"Fall, Spring, Summer",
MKT,3200,Consumer Behavior &amp; Culture,3.0,Fall,MKT3000
MKT,3400,Integrated Marketing Communications,3.0,On Demand,BA3800 or MKT3000
MKT,3600,Marketing Data Analytics,3.0,Spring,(MA2710 or MA2720 or MA3710 or BUS2100) and MKT3000
MKT,4100,Sales and Sales Technology,3.0,Fall,MKT3000
MKT,4200,B2B Marketing in a Digital Age,3.0,Spring,MKT3000
MKT,4300,Global Marketing,3.0,Fall,MKT3000
MKT,4500,Digital Media Marketing,3.0,Spring,MKT3000
MKT,4700,Marketing Strategy,3.0,Spring,MKT3200 and MKT3600 and MKT4300(C)
MKT,4990,Special Topics in Marketing,var,On Demand,MKT3000
MSE,2100,Introduction to Materials Science and Engineering,3.0,"Fall, Spring, Summer",CH1112 or CH1122 or (CH1150 and CH1151) or (CH1160 and CH1161)
MSE,2110,Introduction to Materials Science and Engineering II,3.0,Spring,(MSE2100 or BE2800) and (ENG1100 or ENG1101 or ENG1101T)
MSE,3100,Materials Processing I,4.0,Fall,(MY2100 or MSE2100 or BE2800) and MA2160
MSE,3110,Materials Processing II,4.0,Spring,(MY2110 or MSE2110) and (MY3100 or MSE3100) and (MA3520 or MA3521 or MA3530 or MA3560)
MSE,3120,Materials Characterization I,4.0,Spring,MSE2110(C)
MSE,3130,Materials Characterization II,4.0,Fall,(MSE2100 or BE2800) and MSE3120
MSE,3140,Design of Microstructure,3.0,Spring,MSE2110 and MSE3100 and MSE3120 or (MSE3121(C) and MSE3122(C))
MSE,3160,"Electronic, Magnetic, Optical, and Thermal Properties of Materials",3.0,Fall,PH2200
MSE,3170,Material Selection in Mechanical Design,3.0,Fall,(MSE2110 and MEEM2110) or ENG2120
MSE,3190,Material Design,3.0,Spring,MSE3100 and MSE3110(C) and MSE3120(C) or (MSE3121(C) and MSE3122(C)) and MSE3130(C) or (MSE3131(C) and MSE3132(C)) and MSE3140(C) and ENG1102
MSE,3970,Special Topics - Materials Science &amp; Engineering,var,On Demand,
MSE,4100,Mechanical Behavior of Materials,3.0,"Fall, Summer",MSE2110 and (MEEM2150 or ENG2120 or MSE3170)
MSE,4110,Introduction to Polymer Engineering,3.0,Fall,(MSE2100 or BE2800) and CH1160
MSE,4130,Materials Science &amp; Engineering Senior Design Project I,2.0,Fall,MSE3190
MSE,4140,Materials Science &amp; Engineering Senior Design Project II,2.0,Spring,MY4920 or MSE4130
MSE,4240,Introduction to MEMS,4.0,Fall,
MSE,4292,Light and Photonic Materials,3.0,Fall,PH2200 or EE2190 or EE3140
MSE,4310,Principles of Metal Casting,3.0,Fall,MY2100 or MSE2100 or BE2800
MSE,4320,Corrosion and Environmental Effects,3.0,Fall,MY2100 or MSE2100 or BE2800
MSE,4325,Fundamentals of Corrosion,1.0,Fall,CH1150 and CH1151
MSE,4330,Advanced Physical Metallurgy,3.0,Spring,MY3300 or MSE3140
MSE,4340,Metal Additive Manufacturing,3.0,Spring,MSE3110 and MSE3140
MSE,4410,Science of Ceramic Materials,3.0,Spring,MY2100 or MSE2100 or BE2800
MSE,4430,Composite Materials,3.0,Spring,MY2100 or MSE2100 or BE2800
MSE,4520,Materials Forensics,3.0,Fall,(MSE2100 or BE2800) and MSE2110
MSE,4530,Scanning Electron Microscopy and X-ray Microanalysis,3.0,Spring,
MSE,4540,"Computational Materials Science: Theory, Modeling, Simulation, and Practice",3.0,Fall,
MSE,4740,Hydrometallurgy/Pyrometallurgy,4.0,Spring,CH1122 or (CH1160 and CH1161)
MSE,4777,Distributed Additive Manufacturing Using Open-Source 3-D Printing,3.0,Fall,
MSE,4970,Special Topics - Materials Science &amp; Engineering,var,"Fall, Spring, Summer",
MSE,4990,Undergraduate Research,var,"Fall, Spring, Summer",
MUS,1000,Music Appreciation,3.0,"Fall, Spring, Summer",
MUS,1100,Western Music Fundamentals,3.0,Fall,
MUS,1140,Popular Songwriting,3.0,Fall,
MUS,1510,Huskies Pep Band,1.0,"Fall, Spring",
MUS,1511,Campus Concert Band,1.0,Spring,
MUS,1530,Workshop Brass Band,1.0,"Fall, Spring",
MUS,1570,Private Music Instruction,1.0,"Fall, Spring, Summer",
MUS,1580,Group Voice,3.0,Spring,
MUS,2000,History of Classical Music,3.0,Spring,
MUS,2001,Film Music,3.0,On Demand,
MUS,2020,History of Rock,3.0,"Fall, Summer",
MUS,2030,History of Jazz,3.0,"Fall, in odd years",
MUS,2040,Music and Tradition,3.0,Spring,
MUS,2101,Western Music Theory I,3.0,Spring,FA2501 or MUS1100
MUS,2102,Western Music Theory II,3.0,Fall,FA2500 or MUS2101
MUS,2103,Jazz Theory and Aural Skills,3.0,"Spring, in even years",MUS1100 or FA2501
MUS,2530,Research and Development Jazz Band,1.0,"Fall, Spring",
MUS,2580,Concert Choir,1.0,"Fall, Spring",
MUS,3020,Beatles and Beach Boys,3.0,Summer,
MUS,3101,Music Composition I,3.0,Fall,(FA2500 or MUS2101) and (FA3530 or MUS2102(C))
MUS,3102,Music Composition II,3.0,Spring,(FA2500 or MUS2101) and (FA3530 or MUS2102) and (FA3112 or MUS3101)
MUS,3130,Jazz Improvisation,3.0,"Fall, in even years",MUS2103
MUS,3210,Electronic Music: History and Practice,3.0,"Spring, Summer, in even years",(FA1601 and FA1602) or (SND1101 and SND1102)
MUS,3500,Keweenaw Symphony Orchestra,1.0,"Fall, Spring",
MUS,3510,Superior Wind Symphony,1.0,"Fall, Spring",
MUS,3530,Jazz Lab Band,1.0,"Fall, Spring",
MUS,3580,Chamber Choir,1.0,"Fall, Spring",
MUS,3700,Visual &amp; Performing Arts Tour,var,On Demand,
MUS,3850,Special Topics: Music,var,On Demand,
MUS,4100,Conducting and Interpretation,3.0,Spring,FA2500 or FA2501 or MUS1100 or MUS2101
MUS,4130,Jazz Arranging,3.0,"Spring, in odd years",MUS2103
MUS,4510,Chamber Music Ensemble,1.0,On Demand,
MUS,4530,Jazz Combo,var,"Fall, Spring",
MUS,4800,Independent Study: Music,var,"Fall, Spring",
MUS,4900,Visual and Performing Arts Final Project,var,"Fall, Spring, Summer",
NUR,1100,Introduction to Nursing,2.0,Fall,
NUR,2000,Pharmacology,3.0,Fall,(CH1000 or CH1150) and BL2020 and BL2021
NUR,2020,Health Assessment and Interview,3.0,Fall,BL1710 and BL2020 and BL2021
NUR,2030,Dosage Calculations,1.0,Fall,MA1020 or MA1030 or MA1031 or MA1032 or MA1135 or MA1160 or MA1161
NUR,2040,Fundamentals of Nursing Practice,6.0,Fall,BL2020 and BL2021
NUR,2050,Application of Nursing Practice,2.0,Spring,NUR2020 and NUR2040
NUR,2060,Pathophysiology,3.0,Spring,CH1000 or (CH1150 and CH1151) and BL2020 and BL2021
NUR,3000,Psychiatric Mental Health Nursing,6.0,Spring,NUR2000 and NUR2020 and NUR2040
NUR,3120,Nursing Theory,2.0,Fall,UN1015 and NUR2040
NUR,3180,Nursing Research/Statistics,3.0,Spring,(MA1020 or MA1031 or MA1032 or MA1160 or MA1161 or MA1135) and NUR3120
